example_id,conversation_id,tweet_id,customer_message,optional_context,annotation_status,intent,ambiguity_flag,annotation_notes,annotation_source
GOLDEN_023,2560428,2560428,@AppleSupport why do my notifications not have a complete background? Just updated last night but happening since new iOS. https\://t.co/yiLJ9Hh8US,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_024,1899631,1899631,I’ve never experienced so much glitches in my phone since updating to the new iOS 😤😤 @115858 @AppleSupport,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_025,2726904,2726904,@AppleSupport y’all got me fucked up my X be blacking out and hanging up calls on FaceTime out of no where,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_026,848409,848409,@AppleSupport what's happening to my computer? https\://t.co/HoqpCrRejO,,ai_draft,Device Performance / Hardware,True,Message is too vague and relies on an attached image/context not present here.,ai_draft
GOLDEN_027,2033047,2033047,@115858 love when all the convenience of the iPad Pro for art is killed in one update #iOS11sucks,,ai_draft,Software Bug / Glitch,True,Broad complaint about an update with unspecified functionality; boundary with complaint/bug is unclear.,ai_draft
GOLDEN_028,103248,103248,Hey @AppleSupport is this a known bug that will be fixed soon? My dock on iPad continues to not stay centered and only a reboot will reset it.  See attached picture. https\://t.co/d0U1mmK6C1,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_029,1716661,1716661,"Yo @AppleSupport can you make this shit stop, please. https\://t.co/s9ZyLpqJg5",,ai_draft,General Complaint / Venting (Other),True,No actionable issue is stated; likely complaint/other.,ai_draft
GOLDEN_030,2577068,2577068,Fucking @115858 have locked me out of my iTunes account and won’t get me details to get back in. @118721 @AppleSupport 4 Days you said and that was last Friday. 😡😡,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_031,2266164,2266164,I updated my phone &amp; I'm still seeing ? boxes @AppleSupport https\://t.co/MFe5qaGuVT,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_032,2032496,2032496,Updated to iOS 11 and my phone is soo slow with technical glitches. Like WTF?!?   @AppleSupport @115858  Upgrade is supposed to be better!!!,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_033,1708545,1708545,"i love having an iphone because when i update the iOS, my battery goes from draining 1% every 10 minutes to draining 10% every 10 minutes.",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_034,1886927,1886927,thanks for the new iphone update @115858 my fav feature is how my phone freezes up on me like five times a day,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_035,2240709,2240709,@115858 @AppleSupport My new #iPhoneX shows a green line on it’s display just on it’s third day! HELP OUT https\://t.co/cTtbFTyaaX,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_036,1566778,1566778,Anyone else think major govt will yhink that the internet is a mistake for citizens so decide to wipe us all out and re-create a limited internet?,,ai_draft,General Complaint / Venting (Other),True,Not a clear AppleSupport request; unrelated/unclear content.,ai_draft
GOLDEN_037,1533757,1533757,@115858 I’m gonna need you to fix all the glitches u put on my phone from iOS 11 thank u,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_038,2374446,2374446,Am I missing something @AppleSupport on my iPhone X? Is there a way to have FaceID approve family sharing app requests for my kids? Typing passwords is so Iphone 5 😀,,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_039,1544475,1544475,@115858 you’re not about to make me   switch to iPhone 8. Better fix this glitch. You all aren’t slick. https\://t.co/lJkkeNSr3M,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_040,2301526,2301526,"my phone still has that annoying question mark glitch even though I updated it, @115858 wyd",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_041,2279863,2279863,So are y’all going to fix our keyboard issue? This should be a piece of cake for y’all @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_042,928062,928062,@AppleSupport my iPad Air 2 battery meter seems to be glitchy. Says I have low power &amp; when I plug it in jumps up by anything up to 20%. Sometimes it goes from 20% to 5% in second or like now on 3% for well over an hour of use including on YouTube. Software or hardware issue? https\://t.co/iRaPBgK7Ha,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_043,2013195,2013195,@AppleSupport fix this. i can’t handle this anarchy anymore. https\://t.co/2wMm0ZGCTd,,ai_draft,General Complaint / Venting (Other),True,No specific problem is stated; attached media may contain necessary context.,ai_draft
GOLDEN_044,1270333,1270333,@AppleSupport  @170480 @115858  iphone 5s cihazların onarımını mı yoksa cihazı degistiriyorsunuz  cihaz şarj almıyor,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_045,2775975,2775975,what happen to find my iphone on icloud site ?@AppleSupport,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_046,545154,545154,@115858 you're really making it hard to not switch to #Android with your poorly tested iOS updates #voluntaryrestart #🤬 https\://t.co/0K4jpbJJp1,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_047,1636517,1636517,". @AppleSupport hey when I️ type the letter ""I"" it changes to I️ can you tell me what to do!? I️ just want to say I️ not iAnbh",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_048,2371068,2371068,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ Hey @115858. Hi!,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_049,1475393,1475393,I UPDATED MY PHONE AND THIS STUPID WEIRD SHORTCUT WITH MY “I” STILL KEEPS HAPPENING WTF @AppleSupport,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_050,612828,612828,@applesupport Can you help me check my iPhone 7’s battery capacity? It is running down in as little as 3 hours of minimal use.,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_051,2063215,2063215,@AppleSupport want to explain how with half an hour after being on 100% I’m now on less than half that? #ios11 #iPhoneUpdate https\://t.co/fNYqEWuL76,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_052,2305134,2305134,@AppleSupport WHY DOES MY IPHONE 7 KEEP FREEZING 🤦🏻‍♂️,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_053,764857,764857,@AppleSupport why dont old videos on my phone play? They show a buffering type circle ... very annoying,,ai_draft,Software Bug / Glitch,True,Old videos not playing could be app/media/software malfunction; context is limited.,ai_draft
GOLDEN_054,1803517,1803517,"@115858 iOS 11.0.3 lecturing me about non-genuine parts… B please, I have a new iPhone 7 and it’s not responding to touch either. Morons.",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_055,1443127,1443127,@AppleSupport  iPhone 7 battery is draining rapidly with iOS 11.1.2 update!!! Are their any solutions for this problem?,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_056,1287049,1287049,@116333 @AppleSupport PLEASE: add a dedicated podcast app to Apple Watch. Forcing us to remain tethered to phone = watch is useless,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_057,1920136,1920136,"@AppleSupport the new IOS update is dreadful, so many bugs. Sort it out lads",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_058,2057265,2057265,"Love having to hard reboot my iPhone because of a frickin' bug with Control Center that renders the whole UI unresponsive. Good QA, @115858.",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_059,1478061,1478061,@115858 help! https\://t.co/X1GpgTQk8p,,ai_draft,General Complaint / Venting (Other),True,Short message; requires surrounding context for true intent.,ai_draft
GOLDEN_060,1935747,1935747,@AppleSupport @115858 Apple! What have you guys done w  IOS 11? I was so happy with 10. Phone is so slow :(,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_061,156027,156027,"@116333 phones charge port broke and now is making me miss an amazing job opportunity I could have had, thanks Apple",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_062,2375289,2375289,"@applesupport Hi there - iphone 5 just stopped connecting to imessage. Turned off/on, rebooted, reset network settings - you name it - I tried it. Activation error. Don't get any messages from people with an iphone (it's not recognizing to switch to SMS). Any ideas? Thanks.",,ai_draft,Services & Account,False,,ai_draft
GOLDEN_063,2032595,2032595,"Whatever y’all did with this recent update FIX IT, TODAY. It’s so much going wrong 😡 @115858 @AppleSupport",,ai_draft,General Complaint / Venting (Other),True,Broad post-update complaint with no specific failure identified.,ai_draft
GOLDEN_064,2743056,2743056,"After updating to #ios11, I accidentally changed wallpaper. While trying to set the original back (see image), it has disappeared suddenly. Where do I find the beautiful wallpapers of ios 10? @AppleSupport https\://t.co/zPKsqH5bWz",,ai_draft,How-To / Feature Question,True,"Primarily asks how to restore/find an earlier wallpaper, despite the update context.",ai_draft
GOLDEN_065,2310382,2310382,what the actual fuck why can’t i️ send the letter fucking i️ @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_066,172952,172952,@115858 when I delete voice mails they pop back in... why? I just updated last night.,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_067,2341796,2341796,WHAT IS HAPPENING WHY ARE MY CONTACTS ALL MISSING I JUST UPDATED TO 11.1.1 HELLOOOO I NEED HELP @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_068,2296233,2296233,Hey @AppleSupport if I have the first Apple Watch wich I paid 1000 usd for the space gray black link bracelet 42 mm is there a way to trade in for the new one.,,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_069,1867183,1867183,"Anyone else lose all their valuable Notes after iOS upgrade? No, just me? @AppleSupport",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_070,2014992,2014992,Yo @AppleSupport are you just not going to fix this glitch with the letter i? It’s been like 3 days this is ridiculous.,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_071,1449264,1449264,@AppleSupport just updated and now my imusic has completely gone to shit. Cant even get it to open.,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_072,956371,956371,@AppleSupport Has using an ‘ always caused the character limit in a text message to drop from 160 to 70? Or is that a bug? ;\~;,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_073,1754118,1754118,@115858 fix this I️ shit,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_074,538715,538715,@115858 New #iPhoneX #iOS 11.1 #Bug: Screen flickers in Mail App - probably software bug. @175600 @138069 @176071 @244902 @24575 https\://t.co/f0DivXcTCj,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_075,1980402,1980402,@AppleSupport My Guest Account is still appearing even  though it is turned off in Users &amp; Groups. https\://t.co/IO8o1sx5w8,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_076,1734454,1734454,Seriously wtf @AppleSupport https\://t.co/2PXGjBhJ4K,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_077,2791304,2791304,"Encore raté #UPS. Décidément je n'ai pas de chance. Ils déposent un avis de passage et n'ont même pas appuyé sur ma sonnette. Comme c'est la 3e fois que ça m'arrive avec UPS, il me semble important d'en parler ici. Merci @AppleSupport et merci @UPSHelp de votre aide.",,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_078,2373241,2373241,.\@115858 your earpods are poppin' in my ear 😤😵😰🤔,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_079,2017372,2017372,@115858 release a new phone &amp; my current phone starts to become very slow &amp; buggy overnight...,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_080,639697,639697,Wow @AppleSupport been waiting for 40 minutes now trying to resolve an issue on a hack.,,ai_draft,General Complaint / Venting (Other),True,Wording is unclear ('issue on a hack'); insufficient context.,ai_draft
GOLDEN_081,1897247,1897247,@AppleSupport any idea why the numerical display doesn’t match the hour hand? https\://t.co/RhM5plFK2A,,ai_draft,Software Bug / Glitch,True,"Likely a clock/UI bug, but the exact issue depends on the linked image.",ai_draft
GOLDEN_082,2152154,2152154,@115858 u tellin me that if u turn off your device and it’s on the charger it doesn’t charge anymore 😭🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ i have been charging my ipad for 2 hours and i turned it off at 30 % JUST turned it back on and it’s at 37 😭,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_083,1359162,1359162,@AppleSupport i got my reservation number but https\://t.co/jUaGGTUlU2 keeps on saying cant find reservation. Whats the deal??!       iphonex,,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_084,1924529,1924529,"hey @115858, i️ think we have a problem",,ai_draft,General Complaint / Venting (Other),True,Only says there is a problem; no actionable intent.,ai_draft
GOLDEN_085,1194025,1194025,Can I update my #iOS to 11.0.3 now or are there still problems? #Apple #iPhone #iOS1103 @AppleSupport,,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_086,2131167,2131167,@AppleSupport Can you guys help me with a problem I’m having with my AirPods,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_087,2479039,2479039,"@115858 hello there called apple hotline and asked me to backup and erase my iphone. After restoring, I can't log onto iCloud.. can someone help?",,ai_draft,Services & Account,False,,ai_draft
GOLDEN_088,2015468,2015467,@558197 I️ lied my shit is all fucked up but there’s a new update to 11.1 to supposedly fix it,,ai_draft,General Complaint / Venting (Other),True,Vague statement about something being broken after an update; insufficient specifics.,ai_draft
GOLDEN_089,1419662,1419662,@AppleSupport Hi.. would be a problem if I have connected Apple car (via cable) and iPhone X on the wireless charger on my car at same time?,,ai_draft,How-To / Feature Question,False,,ai_draft
GOLDEN_090,1874918,1874918,New iOS update keeps turning on my bluetooth. I’ve never connected my phone using BT ever. Explanation @AppleSupport ??,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_091,701678,701678,Hey @115858   Whatever infected update you sent out just so we would all go buy a new iPhone is really pissing me off. Stop your bullshit. This is all that happens now. From the MOMENT I updated my goddamn phone. https\://t.co/OaJs5CoQoq,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_092,2129143,2129143,@AppleSupport explain this https\://t.co/l3d7kWscKw,,ai_draft,General Complaint / Venting (Other),True,Only asks to 'explain this' with an image/link; text lacks intent.,ai_draft
GOLDEN_093,1880815,1880815,"@115858 uhm your latest Update on iPhone (for me a 6) seriously sucks ass!! My phone is slow, doesnt react, eats the battery 😒 https\://t.co/KxRY3LeS39",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_094,323025,323025,@115858 @AppleSupport Siri has gotten worse not better with new update. She gets everything wrong... even setting timers! What happened?!,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_095,2446439,2446439,@AppleSupport IM FUCKING TIRED OF YALL BS . I been a loyal customer since 4th grade . YALL NEED TO MAKE BETTER CHARGERS BCZ THE SHIT IS 👎🏾. ALSO MY PHONE BE TRIPPING LIKE A MF’ . SIS YALL GOTTA DO BETTER . YALL GOT ONE MORE TIME TO MAKE MY PHONE CRASH AND IM REPORTIN YALL 😘,,ai_draft,Device Performance / Hardware,True,Multiple hardware/accessory/device complaints in one message; primary intent is ambiguous.,ai_draft
GOLDEN_096,2774321,2774321,"I asked 4 different members of staff in the @115858 store, what I needed to buy to be able to quick charge my iPhone 8 Plus, and non of them knew 🤔?",,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_097,1679974,1679974,Is @115858 going to fix this box and exclamation mark issue or what?,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_098,2013455,2013455,Officially stayed up to watch the clock turn back to 1am and now it’s time for sleep,,ai_draft,General Complaint / Venting (Other),True,No support request; appears to be casual commentary.,ai_draft
GOLDEN_099,1674128,1674128,"@115858 this new updat3 ( 11.1 ) MURDERS my battery. When will you guys get an update right? Why do  you fix one problem, and create 50 more?",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_100,1983470,1983470,"Omg! @115858 is making my life fucking miserable right now. What do I pay so much for your shitty products? Can’t even work together, buggy 😡",,ai_draft,General Complaint / Venting (Other),True,General dissatisfaction with buggy products but no specific issue.,ai_draft
GOLDEN_101,663855,663855,"In the last 24 hours I’ve had songs on playlists removed from my downloads and now full albums after updating phone, what gives @115858 😡",,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_102,552144,552144,@115858 @AppleSupport just got hung up on after 15 minutes on hold. i was just trying to get a price for a damn battery replacement 🤬🤬🤬,,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_103,2010260,2010260,@AppleSupport PLEASE FIX THIS ANNOYING ASS GLITCH!! https\://t.co/yctquiqRYI,,ai_draft,General Complaint / Venting (Other),True,Only asks to fix an unspecified glitch; insufficient details.,ai_draft
GOLDEN_104,816605,816605,@AppleSupport me help,,ai_draft,General Complaint / Venting (Other),True,Short message; requires surrounding context for true intent.,ai_draft
GOLDEN_105,2614240,2614240,It should now be called I️phone since they can’t fix it @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_106,809506,809506,@AppleSupport Hi is the server down? Can't log in due to can't connect to server,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_107,2472884,2472884,My iPad is the slowest thing ever since I update the ios @115858 what the hell,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_108,2305507,2305507,@AppleSupport  I bought Mac OS X 10.8 Mountain Lion when i get the code to redeem i notice that I bought   Mac OS X 10.7 Lion which already I have .  Can you please change it to 10.8 ?,,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_109,1896438,1896438,@AppleSupport how is my phone losing battery power while it’s plugged into the wall (says charging) &amp; on low power mode????,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_110,1671240,1671240,@115858 fix this ‘I’ bullshit. Plz,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_111,374778,374778,Thank you! @35066 @116333 https\://t.co/Je053NGwvC,,ai_draft,General Complaint / Venting (Other),False,,ai_draft
GOLDEN_112,2978781,2978781,"@AppleSupport my phone seems to get more and More messed up. Not only is address book synch a drama, now text even getting worse than it was... https\://t.co/8IOSl27SUm",,ai_draft,Software Bug / Glitch,True,Multiple sync/text issues without a clear primary support need.,ai_draft
GOLDEN_113,1527719,1527719,@AppleSupport  @115858  just got my iPhone X and the activation server is failing. I've had every iPhone to the X and this is a first. Help?,,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_114,1296823,1296823,Wish that @AppleSupport would fix the ringtones issue. I have numerous customized ringtones that won't work in #iOS11. Annoying.,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_115,1586877,1586877,"@AppleSupport hi my laptop has been doing this for over 12 hours and i can’t shut it down or anything, any suggestions ? https\://t.co/X8Aq8qgLWm",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_116,170360,170360,@AppleSupport my brothers iPhone 5 has stopped working. Connected to iTunes for update. As soon as it finished it switched off and won’t turn back on even on the charger. Any help?,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_117,1717467,1717467,@AppleSupport How many times will it take for my MBP screen to be repaired correctly going on my 3rd DOA display in 2weeks,,ai_draft,Purchase & Store Operations,False,,ai_draft
GOLDEN_118,2573945,2573945,@115858 why does my iphone battery gets sucked off dry very quickly ?,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_119,881163,881163,@AppleSupport this apple update has turned my phone into a dumb phone...Siri just calls random people,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_120,1408175,1408175,@115858 y'all gotta release a new update soon bc my phone is beyond acting up,,ai_draft,General Complaint / Venting (Other),True,General request for another update because phone is acting up; no specific symptom.,ai_draft
GOLDEN_121,2404958,2404958,@AppleSupport I've had a very strange email about an invoice? I haven't even got an apple id,,ai_draft,Services & Account,False,,ai_draft
GOLDEN_122,2385126,2385126,What’s up with the iphone7 speaker working when it wants? @115858 I lost a priceless voice memo because my speaker didn’t record the sound,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_123,877719,877719,man am I regretting updating to #HighSierra .. tons of major issues. @AppleSupport @115858 ya'll are really slipping with QA,,ai_draft,General Complaint / Venting (Other),True,Broad complaint about High Sierra with unspecified issues.,ai_draft
GOLDEN_124,2834473,2834473,"Hey @AppleSupport ... Why is ""System"" taking up over 50gb of my hard disk space? Surely MacOS isn't that big? https\://t.co/UbTJbdeoRm",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_125,505098,505098,Anyone else having icons disappear on iOS 11.1.2? Very annoying! @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_126,199343,199343,@AppleSupport hi i have an issue with my iPhone- it was work then i called apple after that it doesn't work ....they we can do nothing,,ai_draft,Device Performance / Hardware,True,Vague iPhone malfunction with prior support interaction; root problem is unclear.,ai_draft
GOLDEN_127,618563,618563,مشكلة البطارية في #ios11 مستمرة والآن وصلت الى iphone 8 plus مع التحديث الأخير 11.0.2 !!  https\://t.co/eVoFgOeN2B @AppleSupport #WTF,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_128,1070176,1070176,٨ شهور ولسا بصمه ايدك علي موبايلي🙂. https\://t.co/VWGqTZn7R9,,ai_draft,General Complaint / Venting (Other),True,Non-English message and context are insufficient to determine the support intent reliably.,ai_draft
GOLDEN_129,1598234,1598234,My phone keeps freezing 😡 @AppleSupport @115858 fix it,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_130,546630,546630,Why is this always happening @115858 #iphonex https\://t.co/ddCQXId5U4,,ai_draft,General Complaint / Venting (Other),True,Relies heavily on an attached image and gives no textual description.,ai_draft
GOLDEN_131,2014921,2014921,I guess @115858 is just gonna keep axing like this I️ situation isn’t going on? #Update,,ai_draft,General Complaint / Venting (Other),True,Very unclear reference to an 'I' situation/update; insufficient context.,ai_draft
GOLDEN_132,2266128,2266128,Thanks for thrashing my battery with your new bullshit update. Get your shit together @115858,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_133,1591993,1591993,Hello @115858  My iphone 6s battery is draining very fast even on stand by. I have the latet ios 11.1 running in the phone. Can you help me?,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_134,2064248,2064248,@AppleSupport updated 11.0.2 and now my phone is freezing up and screen rotation sticking in landscape mode!!!!,,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_135,2637004,2637004,"hi, If you dont have the ability and quality of developing ios so please don't do it!! None of my photos or videos that I took with last version are not loading clarity.  The phone crashes at least 2 times every day. This is unbearable @AppleSupport https\://t.co/3uClpasA2L",,ai_draft,Device Performance / Hardware,False,,ai_draft
GOLDEN_136,1713007,1713007,Apple also needs to fix how my music stops playing when I get a notification. I’m so annoyed. Y’all fucked up. @115858,,ai_draft,Software Bug / Glitch,False,,ai_draft
GOLDEN_137,2744275,2744275,Why are @115858 @AppleSupport taking so long to unlock my phone from @121122 ? Or is it Vodaphones fault whatever the case - I'm phone-less until they sort themselves out 😡😡,,ai_draft,Services & Account,False,,ai_draft
